tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
441,10/1/2024 17:42,10/1/2024 17:49,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,740,Subscriber,1985,1
814,10/1/2024 17:48,10/1/2024 18:01,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1023,Subscriber,1969,1
866,10/1/2024 17:48,10/1/2024 18:02,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1083,Subscriber,1981,1
333,10/1/2024 18:03,10/1/2024 18:09,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,141,Kendall Street,42.36356016,-71.08216792,1303,Subscriber,1976,1
409,10/1/2024 18:25,10/1/2024 18:32,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,661,Customer,1962,2
262,10/1/2024 18:32,10/1/2024 18:36,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,115,Porter Square Station,42.387995,-71.119084,1076,Subscriber,1967,1
1470,10/1/2024 18:47,10/1/2024 19:11,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,862,Subscriber,1991,2
889,10/1/2024 18:52,10/1/2024 19:06,142,Alewife Station at Russell Field,42.396105,-71.139459,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1294,Subscriber,1975,2
3452,10/1/2024 19:13,10/1/2024 20:10,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1292,Subscriber,\N,0
621,10/1/2024 19:13,10/1/2024 19:23,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,766,Subscriber,1980,1
3455,10/1/2024 19:14,10/1/2024 20:12,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1072,Subscriber,\N,0
722,10/1/2024 19:21,10/1/2024 19:33,Rtd,Rotterdam Centraal,51.9225,4.467167,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,763,Subscriber,1988,2
604,10/1/2024 19:33,10/1/2024 19:43,Gvc,The Hague Centraal,52.084167,4.324722,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1276,Customer,1970,1
207,10/1/2024 19:39,10/1/2024 19:42,141,Kendall Street,42.36356016,-71.08216792,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1303,Customer,1989,1
216,10/1/2024 20:17,10/1/2024 20:21,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1070,Subscriber,1991,2
493,10/1/2024 20:24,10/1/2024 20:32,Ah,Arnhem Centraal,51.985,5.898611,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,887,Subscriber,1991,2
446,10/1/2024 20:51,10/1/2024 20:59,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,653,Subscriber,\N,0
215,10/1/2024 20:54,10/1/2024 20:58,Asd,Amsterdam Centraal,52.379189,4.899431,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1031,Customer,1993,1
585,10/1/2024 21:07,10/1/2024 21:17,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1139,Customer,1970,1
844,10/1/2024 21:21,10/1/2024 21:35,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,755,Subscriber,1942,1
826,10/1/2024 21:21,10/1/2024 21:35,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,866,Subscriber,1981,1
532,10/1/2024 21:29,10/1/2024 21:38,Gvc,The Hague Centraal,52.084167,4.324722,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,763,Subscriber,1988,2
479,10/1/2024 21:36,10/1/2024 21:44,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1290,Subscriber,1983,1
668,10/1/2024 21:38,10/1/2024 21:49,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,873,Subscriber,1994,1
688,10/1/2024 21:48,10/1/2024 21:59,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,142,Alewife Station at Russell Field,42.396105,-71.139459,1002,Subscriber,1975,2
444,10/1/2024 21:52,10/1/2024 22:00,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1084,Subscriber,1988,1
414,10/1/2024 23:40,10/1/2024 23:47,Uto,Utrecht Overvecht,52.113333,5.111111,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,673,Customer,1989,1
462,10/1/2024 0:01,10/1/2024 0:08,Ah,Arnhem Centraal,51.985,5.898611,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,880,Subscriber,1988,2
747,10/1/2024 0:01,10/1/2024 0:13,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1084,Subscriber,1992,1
1137,10/1/2024 1:40,10/1/2024 1:59,Ams,Amsterdam Amstel,52.346587,4.918684,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1086,Subscriber,1985,1
1989,10/1/2024 2:42,10/1/2024 3:16,Ams,Amsterdam Amstel,52.346587,4.918684,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1047,Subscriber,1964,1
949,10/1/2024 2:43,10/1/2024 2:59,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,951,Subscriber,1986,1
353,10/1/2024 4:47,10/1/2024 4:53,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,804,Subscriber,1988,1
631,10/1/2024 7:03,10/1/2024 7:14,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1291,Subscriber,1987,1
624,10/1/2024 7:16,10/1/2024 7:26,Rtd,Rotterdam Centraal,51.9225,4.467167,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,771,Subscriber,1988,2
459,10/1/2024 7:36,10/1/2024 7:44,Ut,Utrecht Centraal,52.089444,5.110278,141,Kendall Street,42.36356016,-71.08216792,1281,Customer,1989,1
415,10/1/2024 7:45,10/1/2024 7:52,115,Porter Square Station,42.387995,-71.119084,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,656,Subscriber,1966,1
290,10/1/2024 7:46,10/1/2024 7:51,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,906,Subscriber,1995,1
702,10/1/2024 7:57,10/1/2024 8:08,143,EF - North Point Park,42.369885,-71.069957,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1268,Customer,1979,1
514,10/1/2024 7:59,10/1/2024 8:08,GV,The Hague Hollands Spoor,52.070833,4.322222,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,990,Subscriber,1987,1
173,10/1/2024 7:59,10/1/2024 8:02,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1092,Customer,1977,1
972,10/1/2024 8:06,10/1/2024 8:22,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,117,Binney St / Sixth St,42.366095,-71.086388,1023,Subscriber,1969,1
314,10/1/2024 8:09,10/1/2024 8:15,Nm,Nijmegen Station,51.841111,5.854167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,889,Subscriber,1973,1
558,10/1/2024 8:13,10/1/2024 8:23,GV,The Hague Hollands Spoor,52.070833,4.322222,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1267,Subscriber,1985,1
1055,10/1/2024 8:14,10/1/2024 8:32,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1292,Subscriber,1962,1
867,10/1/2024 8:20,10/1/2024 8:34,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,637,Subscriber,1982,1
582,10/1/2024 8:25,10/1/2024 8:35,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1139,Customer,1991,1
277,10/1/2024 8:29,10/1/2024 8:33,Nm,Nijmegen Station,51.841111,5.854167,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,772,Subscriber,1984,1
194,10/1/2024 8:36,10/1/2024 8:39,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,878,Customer,1992,2
178,10/1/2024 8:37,10/1/2024 8:40,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,891,Customer,1990,1
212,10/1/2024 8:44,10/1/2024 8:48,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1291,Subscriber,1987,1
203,10/1/2024 8:46,10/1/2024 8:50,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,1111,Customer,1973,1
679,10/1/2024 8:53,10/1/2024 9:04,Rtd,Rotterdam Centraal,51.9225,4.467167,143,EF - North Point Park,42.369885,-71.069957,926,Subscriber,1980,1
458,10/1/2024 8:53,10/1/2024 9:01,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,873,Subscriber,1995,1
1152,10/1/2024 8:55,10/1/2024 9:14,115,Porter Square Station,42.387995,-71.119084,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1293,Customer,1986,1
355,10/1/2024 8:55,10/1/2024 9:01,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,887,Customer,1967,1
559,10/1/2024 9:00,10/1/2024 9:10,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,951,Subscriber,1990,1
479,10/1/2024 9:01,10/1/2024 9:09,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,653,Subscriber,1980,1
502,10/1/2024 9:01,10/1/2024 9:10,141,Kendall Street,42.36356016,-71.08216792,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1111,Subscriber,1988,1
868,10/1/2024 9:06,10/1/2024 9:20,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1309,Subscriber,1992,1
989,10/1/2024 9:24,10/1/2024 9:40,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,671,Subscriber,1985,2
500,10/1/2024 9:28,10/1/2024 9:36,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,962,Subscriber,1991,1
405,10/1/2024 9:28,10/1/2024 9:35,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,673,Subscriber,1988,1
260,10/1/2024 9:30,10/1/2024 9:35,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,883,Subscriber,1983,1
193,10/1/2024 9:32,10/1/2024 9:35,Ut,Utrecht Centraal,52.089444,5.110278,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,889,Subscriber,1981,1
772,10/1/2024 9:34,10/1/2024 9:47,Asdz,Amsterdam Zuid,52.338602,4.871978,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,852,Subscriber,1984,1
670,10/1/2024 9:40,10/1/2024 9:51,Ut,Utrecht Centraal,52.089444,5.110278,107,Ames St at Main St,42.3625,-71.08822,1280,Subscriber,1984,1
509,10/1/2024 9:55,10/1/2024 10:03,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,853,Subscriber,1992,1
172,10/1/2024 9:57,10/1/2024 10:00,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,685,Subscriber,1986,1
143,10/1/2024 9:59,10/1/2024 10:01,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,772,Subscriber,1989,2
685,10/1/2024 9:59,10/1/2024 10:10,Gvc,The Hague Centraal,52.084167,4.324722,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,889,Subscriber,1981,1
643,10/1/2024 10:04,10/1/2024 10:15,Ut,Utrecht Centraal,52.089444,5.110278,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,755,Customer,1982,1
835,10/1/2024 10:06,10/1/2024 10:20,Rtd,Rotterdam Centraal,51.9225,4.467167,107,Ames St at Main St,42.3625,-71.08822,998,Subscriber,1974,1
401,10/1/2024 10:22,10/1/2024 10:28,Nm,Nijmegen Station,51.841111,5.854167,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,635,Subscriber,1975,1
1166,10/1/2024 10:27,10/1/2024 10:46,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,674,Subscriber,1985,1
80,10/1/2024 10:40,10/1/2024 10:42,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,1291,Customer,1993,1
393,10/1/2024 10:48,10/1/2024 10:55,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,1309,Subscriber,1991,1
484,10/1/2024 10:51,10/1/2024 10:59,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,853,Subscriber,1992,1
565,10/1/2024 10:52,10/1/2024 11:02,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,635,Subscriber,1987,1
865,10/1/2024 11:26,10/1/2024 11:40,Asd,Amsterdam Centraal,52.379189,4.899431,143,EF - North Point Park,42.369885,-71.069957,1275,Subscriber,1986,2
644,10/1/2024 11:26,10/1/2024 11:37,Nm,Nijmegen Station,51.841111,5.854167,107,Ames St at Main St,42.3625,-71.08822,864,Subscriber,1988,1
285,10/1/2024 11:47,10/1/2024 11:51,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,772,Subscriber,1989,2
1533,10/1/2024 11:58,10/1/2024 12:23,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,983,Subscriber,1974,2
780,10/1/2024 12:16,10/1/2024 12:29,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1270,Customer,1972,1
350,10/1/2024 12:42,10/1/2024 12:48,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,107,Ames St at Main St,42.3625,-71.08822,1077,Subscriber,1988,1
599,10/1/2024 12:50,10/1/2024 13:00,Asdz,Amsterdam Zuid,52.338602,4.871978,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1094,Customer,1970,1
1854,10/1/2024 12:51,10/1/2024 13:22,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,733,Subscriber,1989,2
187,10/1/2024 12:52,10/1/2024 12:55,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1312,Subscriber,1977,1
470,10/1/2024 13:02,10/1/2024 13:10,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,656,Customer,1970,1
779,10/1/2024 13:10,10/1/2024 13:23,140,Danehy Park,42.388966,-71.132788,140,Danehy Park,42.388966,-71.132788,769,Subscriber,1977,1
961,10/1/2024 13:29,10/1/2024 13:45,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,642,Subscriber,1987,1
324,10/1/2024 13:29,10/1/2024 13:34,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,873,Customer,1988,1
961,10/1/2024 14:06,10/1/2024 14:22,Asdz,Amsterdam Zuid,52.338602,4.871978,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,674,Subscriber,1983,1
365,10/1/2024 14:18,10/1/2024 14:24,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1017,Customer,1978,1
1073,10/1/2024 14:29,10/1/2024 14:47,Asdz,Amsterdam Zuid,52.338602,4.871978,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,888,Subscriber,1980,2
180,10/1/2024 14:35,10/1/2024 14:38,Ah,Arnhem Centraal,51.985,5.898611,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1107,Subscriber,1995,1
544,10/1/2024 14:45,10/1/2024 14:54,GV,The Hague Hollands Spoor,52.070833,4.322222,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,932,Subscriber,1987,1
220,10/1/2024 14:50,10/1/2024 14:54,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,888,Subscriber,1987,1
254,10/1/2024 15:05,10/1/2024 15:10,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1011,Subscriber,1987,1
1172,10/1/2024 15:09,10/1/2024 15:29,Ams,Amsterdam Amstel,52.346587,4.918684,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,634,Subscriber,1986,1
641,10/1/2024 15:21,10/1/2024 15:32,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,733,Subscriber,1992,2
586,10/1/2024 15:39,10/1/2024 15:49,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1056,Subscriber,1981,1
504,10/1/2024 15:46,10/1/2024 15:54,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1094,Subscriber,1974,1
745,10/1/2024 15:48,10/1/2024 16:01,Asd,Amsterdam Centraal,52.379189,4.899431,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,887,Customer,1946,1
210,10/1/2024 16:00,10/1/2024 16:04,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1011,Subscriber,1980,1
1660,10/1/2024 16:01,10/1/2024 16:29,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1092,Customer,1997,1
701,10/1/2024 16:02,10/1/2024 16:14,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,803,Customer,1986,1
289,10/1/2024 16:04,10/1/2024 16:09,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1275,Subscriber,1986,2
939,10/1/2024 16:07,10/1/2024 16:23,Ut,Utrecht Centraal,52.089444,5.110278,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1270,Customer,1972,1
422,10/1/2024 16:25,10/1/2024 16:32,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,887,Customer,1946,1
601,10/1/2024 16:27,10/1/2024 16:37,Asd,Amsterdam Centraal,52.379189,4.899431,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,998,Subscriber,1987,1
110,10/1/2024 16:34,10/1/2024 16:36,141,Kendall Street,42.36356016,-71.08216792,107,Ames St at Main St,42.3625,-71.08822,1308,Customer,1993,1
694,10/1/2024 16:39,10/1/2024 16:50,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1293,Customer,1976,2
657,10/1/2024 16:40,10/1/2024 16:50,143,EF - North Point Park,42.369885,-71.069957,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,926,Subscriber,1980,1
440,10/1/2024 16:42,10/1/2024 16:50,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,864,Subscriber,\N,0
731,10/1/2024 17:00,10/1/2024 17:12,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,984,Subscriber,1988,1
899,10/1/2024 17:00,10/1/2024 17:15,Asdz,Amsterdam Zuid,52.338602,4.871978,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1080,Customer,1961,2
146,10/1/2024 17:01,10/1/2024 17:03,Ut,Utrecht Centraal,52.089444,5.110278,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,887,Subscriber,1990,1
82,10/1/2024 17:05,10/1/2024 17:06,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,803,Customer,1986,1
1205,10/1/2024 17:07,10/1/2024 17:27,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,654,Customer,1986,1
908,10/1/2024 17:09,10/1/2024 17:24,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,932,Subscriber,1983,1
432,10/1/2024 17:12,10/1/2024 17:20,117,Binney St / Sixth St,42.366095,-71.086388,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1023,Subscriber,1970,1
918,10/1/2024 17:13,10/1/2024 17:28,Ams,Amsterdam Amstel,52.346587,4.918684,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1265,Subscriber,1982,2
1335,10/1/2024 17:13,10/1/2024 17:35,Ams,Amsterdam Amstel,52.346587,4.918684,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,671,Subscriber,1992,1
531,10/1/2024 17:17,10/1/2024 17:26,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,739,Subscriber,1984,1
394,10/1/2024 17:18,10/1/2024 17:24,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,773,Subscriber,1993,1
1130,10/1/2024 17:19,10/1/2024 17:38,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,951,Subscriber,1981,1
288,10/1/2024 17:19,10/1/2024 17:24,Ah,Arnhem Centraal,51.985,5.898611,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1267,Subscriber,1983,1
867,10/1/2024 17:25,10/1/2024 17:39,Asd,Amsterdam Centraal,52.379189,4.899431,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,653,Subscriber,1987,1
533,10/1/2024 17:27,10/1/2024 17:36,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,736,Customer,1981,1
1197,10/1/2024 17:31,10/1/2024 17:51,141,Kendall Street,42.36356016,-71.08216792,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1291,Subscriber,1973,1
665,10/1/2024 17:33,10/1/2024 17:45,Gvc,The Hague Centraal,52.084167,4.324722,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1269,Subscriber,1974,2
417,10/1/2024 17:35,10/1/2024 17:42,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,634,Subscriber,1985,1
486,10/1/2024 17:36,10/1/2024 17:44,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1091,Customer,1987,1
640,10/1/2024 17:37,10/1/2024 17:48,Ams,Amsterdam Amstel,52.346587,4.918684,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,897,Subscriber,1968,1
925,10/1/2024 17:44,10/1/2024 18:00,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1074,Customer,1967,1
275,10/1/2024 17:45,10/1/2024 17:49,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,874,Subscriber,1986,1
