starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
10-02-2024 15:59:28,10-03-2024 07:34:58,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1959
10-03-2024 05:28:30,10-03-2024 16:36:41,Asdz,Amsterdam Zuid,52.338602,4.871978,Ams,Amsterdam Amstel,52.346587,4.918684,1917
10-03-2024 13:10:46,10-04-2024 20:45:49,Ut,Utrecht Centraal,52.089444,5.110278,Rtd,Rotterdam Centraal,51.9225,4.467167,1863
10-03-2024 02:34:10,10-03-2024 14:27:12,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1318
10-03-2024 09:05:45,10-04-2024 17:30:16,Nm,Nijmegen Station,51.841111,5.854167,Rtb,Rotterdam Blaak,51.920582,4.486082,1083
10-01-2024 22:17:44,10-02-2024 00:53:47,Rtb,Rotterdam Blaak,51.920582,4.486082,Asdz,Amsterdam Zuid,52.338602,4.871978,1995
10-03-2024 12:30:29,10-03-2024 16:17:36,Nm,Nijmegen Station,51.841111,5.854167,Rtd,Rotterdam Centraal,51.9225,4.467167,1853
10-02-2024 16:36:43,10-04-2024 05:29:15,Asd,Amsterdam Centraal,52.379189,4.899431,Ah,Arnhem Centraal,51.985,5.898611,1091
10-01-2024 00:38:27,10-04-2024 11:06:54,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1719
10-04-2024 12:50:47,10-04-2024 16:22:46,Rtb,Rotterdam Blaak,51.920582,4.486082,Nm,Nijmegen Station,51.841111,5.854167,1690
10-03-2024 21:06:16,10-04-2024 16:34:25,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1871
10-01-2024 18:20:41,10-03-2024 10:00:23,Gvc,The Hague Centraal,52.084167,4.324722,Nm,Nijmegen Station,51.841111,5.854167,1679
10-02-2024 18:29:39,10-03-2024 07:00:34,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1758
10-03-2024 16:39:00,10-04-2024 12:23:54,Ah,Arnhem Centraal,51.985,5.898611,Nm,Nijmegen Station,51.841111,5.854167,1336
10-02-2024 15:17:24,10-03-2024 02:50:07,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1060
10-02-2024 20:19:47,10-03-2024 23:04:24,Ams,Amsterdam Amstel,52.346587,4.918684,Rtd,Rotterdam Centraal,51.9225,4.467167,1725
10-04-2024 20:04:01,10-04-2024 23:37:51,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1801
10-02-2024 02:47:42,10-02-2024 07:06:21,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1977
10-02-2024 14:26:36,10-03-2024 20:31:07,Asdz,Amsterdam Zuid,52.338602,4.871978,Gvc,The Hague Centraal,52.084167,4.324722,1101
10-02-2024 14:33:20,10-03-2024 00:04:30,Ut,Utrecht Centraal,52.089444,5.110278,Asd,Amsterdam Centraal,52.379189,4.899431,1857
10-02-2024 15:50:25,10-04-2024 21:15:02,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1530
10-03-2024 13:19:40,10-03-2024 16:48:38,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtd,Rotterdam Centraal,51.9225,4.467167,1483
10-02-2024 10:07:21,10-02-2024 18:26:57,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1400
10-04-2024 22:43:27,10-04-2024 22:57:52,Rtb,Rotterdam Blaak,51.920582,4.486082,Rtd,Rotterdam Centraal,51.9225,4.467167,1262
10-02-2024 00:23:31,10-04-2024 18:27:50,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1688
10-03-2024 22:55:11,10-04-2024 06:18:25,Ams,Amsterdam Amstel,52.346587,4.918684,Ah,Arnhem Centraal,51.985,5.898611,1715
10-01-2024 20:51:20,10-03-2024 07:54:26,Rtb,Rotterdam Blaak,51.920582,4.486082,Asdz,Amsterdam Zuid,52.338602,4.871978,1418
10-04-2024 08:56:06,10-04-2024 17:59:15,Asdz,Amsterdam Zuid,52.338602,4.871978,Ut,Utrecht Centraal,52.089444,5.110278,1940
10-02-2024 14:45:08,10-03-2024 21:48:26,Ah,Arnhem Centraal,51.985,5.898611,Rtb,Rotterdam Blaak,51.920582,4.486082,1692
10-04-2024 20:32:42,10-04-2024 20:54:34,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1773
10-03-2024 15:38:21,10-03-2024 22:43:39,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1241
10-04-2024 17:53:42,10-04-2024 20:50:21,GV,The Hague Hollands Spoor,52.070833,4.322222,Gvc,The Hague Centraal,52.084167,4.324722,1603
10-03-2024 08:06:59,10-04-2024 20:29:15,Asdz,Amsterdam Zuid,52.338602,4.871978,Asd,Amsterdam Centraal,52.379189,4.899431,1653
10-04-2024 11:50:27,10-04-2024 17:55:36,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1171
10-03-2024 12:24:41,10-04-2024 21:41:43,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtd,Rotterdam Centraal,51.9225,4.467167,1192
10-04-2024 11:36:13,10-04-2024 23:54:52,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1806
10-02-2024 20:43:21,10-04-2024 16:36:40,Ams,Amsterdam Amstel,52.346587,4.918684,Gvc,The Hague Centraal,52.084167,4.324722,1428
10-02-2024 09:29:48,10-02-2024 20:58:27,Rtd,Rotterdam Centraal,51.9225,4.467167,Gvc,The Hague Centraal,52.084167,4.324722,1465
10-02-2024 22:43:04,10-03-2024 00:47:51,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1602
10-01-2024 07:34:34,10-03-2024 14:44:05,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1507
10-04-2024 23:47:33,10-04-2024 23:55:19,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1157
10-04-2024 21:22:46,10-04-2024 21:48:14,Rtb,Rotterdam Blaak,51.920582,4.486082,Gvc,The Hague Centraal,52.084167,4.324722,1212
10-02-2024 22:10:22,10-04-2024 15:53:16,Rtd,Rotterdam Centraal,51.9225,4.467167,Ut,Utrecht Centraal,52.089444,5.110278,1485
10-03-2024 22:22:28,10-04-2024 00:28:26,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1832
10-04-2024 03:25:37,10-04-2024 05:20:03,Asd,Amsterdam Centraal,52.379189,4.899431,Nm,Nijmegen Station,51.841111,5.854167,1124
10-03-2024 15:59:11,10-03-2024 18:33:47,Gvc,The Hague Centraal,52.084167,4.324722,Rtd,Rotterdam Centraal,51.9225,4.467167,1479
10-03-2024 10:15:47,10-04-2024 07:51:50,Uto,Utrecht Overvecht,52.113333,5.111111,Gvc,The Hague Centraal,52.084167,4.324722,1284
10-04-2024 17:38:46,10-04-2024 18:07:33,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1641
10-03-2024 09:58:39,10-03-2024 15:33:01,GV,The Hague Hollands Spoor,52.070833,4.322222,Asd,Amsterdam Centraal,52.379189,4.899431,1406
10-03-2024 11:45:52,10-04-2024 22:19:09,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1678
10-04-2024 15:57:42,10-04-2024 17:36:53,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1504
10-02-2024 18:47:37,10-04-2024 03:13:09,Ah,Arnhem Centraal,51.985,5.898611,Asd,Amsterdam Centraal,52.379189,4.899431,1090
10-01-2024 04:03:07,10-04-2024 05:16:31,Uto,Utrecht Overvecht,52.113333,5.111111,GV,The Hague Hollands Spoor,52.070833,4.322222,1103
10-03-2024 13:27:49,10-04-2024 19:01:34,Gvc,The Hague Centraal,52.084167,4.324722,Ut,Utrecht Centraal,52.089444,5.110278,1903
10-01-2024 19:15:33,10-03-2024 17:05:57,Nm,Nijmegen Station,51.841111,5.854167,Asd,Amsterdam Centraal,52.379189,4.899431,1008
10-03-2024 11:38:44,10-03-2024 18:32:53,Uto,Utrecht Overvecht,52.113333,5.111111,Ams,Amsterdam Amstel,52.346587,4.918684,1155
10-03-2024 20:00:41,10-04-2024 17:51:07,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1033
10-01-2024 10:00:33,10-04-2024 18:31:04,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1191
10-04-2024 03:01:30,10-04-2024 11:55:17,Ams,Amsterdam Amstel,52.346587,4.918684,Ut,Utrecht Centraal,52.089444,5.110278,1447
10-03-2024 02:26:41,10-04-2024 15:49:06,Ams,Amsterdam Amstel,52.346587,4.918684,Asdz,Amsterdam Zuid,52.338602,4.871978,1699
10-01-2024 21:26:36,10-02-2024 20:25:04,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1486
10-01-2024 17:23:06,10-02-2024 23:58:46,Gvc,The Hague Centraal,52.084167,4.324722,Asdz,Amsterdam Zuid,52.338602,4.871978,1694
10-03-2024 11:48:56,10-03-2024 23:49:34,Asdz,Amsterdam Zuid,52.338602,4.871978,GV,The Hague Hollands Spoor,52.070833,4.322222,1954
10-04-2024 06:56:07,10-04-2024 10:54:49,Rtb,Rotterdam Blaak,51.920582,4.486082,Nm,Nijmegen Station,51.841111,5.854167,1769
10-02-2024 00:56:12,10-02-2024 10:16:03,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1300
10-02-2024 18:23:38,10-03-2024 13:05:51,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1935
10-02-2024 02:47:30,10-04-2024 09:43:52,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1591
10-01-2024 07:53:32,10-03-2024 22:04:12,Asdz,Amsterdam Zuid,52.338602,4.871978,Ams,Amsterdam Amstel,52.346587,4.918684,1710
10-01-2024 10:54:23,10-02-2024 20:48:30,Ah,Arnhem Centraal,51.985,5.898611,Asd,Amsterdam Centraal,52.379189,4.899431,1246
10-02-2024 02:14:04,10-02-2024 16:17:24,Rtb,Rotterdam Blaak,51.920582,4.486082,Asdz,Amsterdam Zuid,52.338602,4.871978,1897
10-01-2024 09:48:53,10-02-2024 15:58:50,Ah,Arnhem Centraal,51.985,5.898611,Nm,Nijmegen Station,51.841111,5.854167,1618
10-02-2024 20:45:05,10-03-2024 04:21:24,Ams,Amsterdam Amstel,52.346587,4.918684,Ah,Arnhem Centraal,51.985,5.898611,1250
10-02-2024 23:44:56,10-04-2024 09:48:39,Asd,Amsterdam Centraal,52.379189,4.899431,Gvc,The Hague Centraal,52.084167,4.324722,1670
10-04-2024 00:28:25,10-04-2024 17:04:27,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1602
10-04-2024 18:31:12,10-04-2024 20:07:44,Asd,Amsterdam Centraal,52.379189,4.899431,Ah,Arnhem Centraal,51.985,5.898611,1092
10-02-2024 11:27:07,10-03-2024 15:30:23,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1408
10-02-2024 22:27:02,10-04-2024 09:46:26,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1899
10-01-2024 17:08:15,10-04-2024 16:34:11,GV,The Hague Hollands Spoor,52.070833,4.322222,Asd,Amsterdam Centraal,52.379189,4.899431,1397
10-03-2024 08:22:08,10-03-2024 23:11:31,GV,The Hague Hollands Spoor,52.070833,4.322222,Asd,Amsterdam Centraal,52.379189,4.899431,1385
10-04-2024 13:03:21,10-04-2024 14:26:43,Ut,Utrecht Centraal,52.089444,5.110278,Asd,Amsterdam Centraal,52.379189,4.899431,1019
10-03-2024 11:30:16,10-04-2024 19:58:27,GV,The Hague Hollands Spoor,52.070833,4.322222,Asd,Amsterdam Centraal,52.379189,4.899431,1877
10-03-2024 10:13:54,10-04-2024 12:36:49,Ams,Amsterdam Amstel,52.346587,4.918684,Rtd,Rotterdam Centraal,51.9225,4.467167,1758
10-04-2024 00:21:30,10-04-2024 16:59:30,Rtd,Rotterdam Centraal,51.9225,4.467167,Gvc,The Hague Centraal,52.084167,4.324722,1175
10-02-2024 20:37:09,10-03-2024 17:04:13,Gvc,The Hague Centraal,52.084167,4.324722,Asdz,Amsterdam Zuid,52.338602,4.871978,1313
10-01-2024 08:35:28,10-03-2024 06:12:02,Gvc,The Hague Centraal,52.084167,4.324722,Nm,Nijmegen Station,51.841111,5.854167,1456
10-02-2024 21:46:44,10-04-2024 05:43:59,Nm,Nijmegen Station,51.841111,5.854167,Rtb,Rotterdam Blaak,51.920582,4.486082,1709
10-03-2024 14:03:57,10-03-2024 15:28:26,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1314
10-03-2024 08:07:05,10-04-2024 05:31:22,Uto,Utrecht Overvecht,52.113333,5.111111,Rtb,Rotterdam Blaak,51.920582,4.486082,1305
10-03-2024 08:43:32,10-03-2024 23:05:09,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1583
10-04-2024 14:37:17,10-04-2024 21:36:35,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1744
10-02-2024 01:43:30,10-04-2024 12:06:06,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1482
10-02-2024 12:06:51,10-04-2024 15:53:25,Asdz,Amsterdam Zuid,52.338602,4.871978,Nm,Nijmegen Station,51.841111,5.854167,1909
10-04-2024 18:14:09,10-04-2024 23:29:41,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1705
10-03-2024 19:22:29,10-03-2024 19:47:06,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1607
10-01-2024 09:48:17,10-02-2024 19:06:42,Asdz,Amsterdam Zuid,52.338602,4.871978,Nm,Nijmegen Station,51.841111,5.854167,1164
10-02-2024 05:14:23,10-04-2024 23:45:56,Gvc,The Hague Centraal,52.084167,4.324722,Rtd,Rotterdam Centraal,51.9225,4.467167,1878
10-01-2024 21:41:46,10-04-2024 05:10:13,Rtb,Rotterdam Blaak,51.920582,4.486082,Ah,Arnhem Centraal,51.985,5.898611,1245
10-03-2024 11:09:59,10-04-2024 17:11:05,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1805
10-03-2024 20:06:18,10-04-2024 12:51:20,Asdz,Amsterdam Zuid,52.338602,4.871978,Ah,Arnhem Centraal,51.985,5.898611,1708
10-04-2024 01:18:08,10-04-2024 06:17:09,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1555
10-02-2024 05:47:15,10-03-2024 09:55:25,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1753
10-03-2024 11:11:02,10-04-2024 16:23:33,Ah,Arnhem Centraal,51.985,5.898611,Gvc,The Hague Centraal,52.084167,4.324722,1755
10-04-2024 18:19:40,10-04-2024 20:28:07,Uto,Utrecht Overvecht,52.113333,5.111111,Ams,Amsterdam Amstel,52.346587,4.918684,1020
10-02-2024 04:58:44,10-04-2024 19:57:40,Nm,Nijmegen Station,51.841111,5.854167,Rtb,Rotterdam Blaak,51.920582,4.486082,1529
10-02-2024 06:49:13,10-02-2024 22:03:39,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1226
10-03-2024 16:49:59,10-03-2024 17:16:53,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1366
10-02-2024 15:28:00,10-03-2024 08:58:21,Ah,Arnhem Centraal,51.985,5.898611,GV,The Hague Hollands Spoor,52.070833,4.322222,1441
10-02-2024 05:24:05,10-02-2024 12:03:34,Rtb,Rotterdam Blaak,51.920582,4.486082,Rtd,Rotterdam Centraal,51.9225,4.467167,1692
10-04-2024 07:27:46,10-04-2024 08:29:37,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1439
10-01-2024 06:44:01,10-01-2024 21:38:06,Ams,Amsterdam Amstel,52.346587,4.918684,Gvc,The Hague Centraal,52.084167,4.324722,1198
10-04-2024 05:14:47,10-04-2024 09:26:25,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1244
10-03-2024 08:57:44,10-04-2024 07:48:34,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1884
10-03-2024 20:04:50,10-04-2024 18:44:30,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1527
10-01-2024 16:51:51,10-04-2024 05:57:24,Uto,Utrecht Overvecht,52.113333,5.111111,Asdz,Amsterdam Zuid,52.338602,4.871978,1769
10-04-2024 06:15:19,10-04-2024 12:34:40,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1420
10-03-2024 21:24:40,10-04-2024 07:20:51,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtb,Rotterdam Blaak,51.920582,4.486082,1585
10-03-2024 10:38:48,10-03-2024 21:21:09,GV,The Hague Hollands Spoor,52.070833,4.322222,Nm,Nijmegen Station,51.841111,5.854167,1324
10-01-2024 20:38:05,10-03-2024 13:21:54,Gvc,The Hague Centraal,52.084167,4.324722,Nm,Nijmegen Station,51.841111,5.854167,1777
10-03-2024 20:53:26,10-04-2024 18:54:43,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtd,Rotterdam Centraal,51.9225,4.467167,1805
10-01-2024 13:33:48,10-01-2024 22:13:17,Gvc,The Hague Centraal,52.084167,4.324722,Rtb,Rotterdam Blaak,51.920582,4.486082,1302
10-02-2024 10:46:22,10-02-2024 11:45:36,Uto,Utrecht Overvecht,52.113333,5.111111,Asdz,Amsterdam Zuid,52.338602,4.871978,1445
10-01-2024 00:19:26,10-03-2024 20:31:07,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1826
10-03-2024 01:38:52,10-03-2024 21:26:34,Gvc,The Hague Centraal,52.084167,4.324722,Rtb,Rotterdam Blaak,51.920582,4.486082,1407
10-04-2024 11:09:04,10-04-2024 18:41:34,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1763
10-01-2024 15:25:02,10-01-2024 16:08:28,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1134
10-01-2024 23:50:52,10-02-2024 06:30:45,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1163
10-03-2024 22:30:13,10-04-2024 11:26:06,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1587
10-03-2024 03:19:19,10-04-2024 05:47:25,Asd,Amsterdam Centraal,52.379189,4.899431,Nm,Nijmegen Station,51.841111,5.854167,1715
10-03-2024 22:13:43,10-04-2024 21:27:47,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1499
10-03-2024 04:05:38,10-03-2024 16:51:03,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1561
10-02-2024 11:25:21,10-04-2024 14:42:45,Ams,Amsterdam Amstel,52.346587,4.918684,Nm,Nijmegen Station,51.841111,5.854167,1522
10-04-2024 01:57:56,10-04-2024 09:11:20,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1159
10-01-2024 15:27:57,10-02-2024 12:56:54,Ams,Amsterdam Amstel,52.346587,4.918684,GV,The Hague Hollands Spoor,52.070833,4.322222,1871
10-02-2024 00:27:19,10-03-2024 17:42:59,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1784
10-04-2024 06:55:29,10-04-2024 13:39:38,Ams,Amsterdam Amstel,52.346587,4.918684,Gvc,The Hague Centraal,52.084167,4.324722,1448
10-04-2024 02:56:18,10-04-2024 11:36:02,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtd,Rotterdam Centraal,51.9225,4.467167,1626
10-01-2024 23:18:33,10-03-2024 23:02:27,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1847
10-04-2024 02:36:26,10-04-2024 23:53:02,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1758
10-02-2024 08:25:42,10-02-2024 15:11:15,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1692
10-02-2024 18:49:34,10-04-2024 01:53:58,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1463
10-04-2024 02:25:49,10-04-2024 15:51:03,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1850
10-03-2024 21:45:56,10-04-2024 17:36:12,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1013
10-01-2024 02:32:28,10-01-2024 10:55:39,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1869
10-04-2024 00:17:14,10-04-2024 04:37:29,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1157
10-01-2024 15:56:51,10-03-2024 22:12:22,Gvc,The Hague Centraal,52.084167,4.324722,Ut,Utrecht Centraal,52.089444,5.110278,1164
10-01-2024 02:05:49,10-03-2024 22:36:15,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1686
10-01-2024 00:53:54,10-04-2024 02:37:39,Asdz,Amsterdam Zuid,52.338602,4.871978,Ah,Arnhem Centraal,51.985,5.898611,1322
10-04-2024 18:30:43,10-04-2024 23:39:22,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1216
10-02-2024 01:32:22,10-03-2024 03:43:04,Uto,Utrecht Overvecht,52.113333,5.111111,Ut,Utrecht Centraal,52.089444,5.110278,1727
10-02-2024 16:11:59,10-03-2024 07:33:21,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1271
10-03-2024 18:08:19,10-04-2024 10:09:04,Ams,Amsterdam Amstel,52.346587,4.918684,Asd,Amsterdam Centraal,52.379189,4.899431,1612
10-01-2024 09:02:45,10-04-2024 11:22:21,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtd,Rotterdam Centraal,51.9225,4.467167,1746
10-04-2024 12:22:42,10-04-2024 19:02:24,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1985
10-01-2024 04:46:38,10-03-2024 20:15:17,Ams,Amsterdam Amstel,52.346587,4.918684,Ut,Utrecht Centraal,52.089444,5.110278,1972
10-01-2024 01:56:20,10-02-2024 20:22:08,Rtd,Rotterdam Centraal,51.9225,4.467167,Uto,Utrecht Overvecht,52.113333,5.111111,1620
10-02-2024 08:10:52,10-03-2024 21:41:41,Asdz,Amsterdam Zuid,52.338602,4.871978,Ams,Amsterdam Amstel,52.346587,4.918684,1864
10-03-2024 23:27:30,10-04-2024 19:41:58,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1875
10-01-2024 17:38:49,10-02-2024 15:56:50,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1603
10-03-2024 23:04:29,10-04-2024 18:54:31,Gvc,The Hague Centraal,52.084167,4.324722,Ut,Utrecht Centraal,52.089444,5.110278,1464
10-03-2024 07:09:46,10-04-2024 12:14:48,Nm,Nijmegen Station,51.841111,5.854167,Asdz,Amsterdam Zuid,52.338602,4.871978,1163
10-01-2024 19:51:18,10-04-2024 23:28:07,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1687
10-04-2024 09:27:33,10-04-2024 23:07:33,Rtb,Rotterdam Blaak,51.920582,4.486082,Nm,Nijmegen Station,51.841111,5.854167,1714
10-04-2024 16:48:05,10-04-2024 22:54:17,Gvc,The Hague Centraal,52.084167,4.324722,Rtb,Rotterdam Blaak,51.920582,4.486082,1349
10-02-2024 12:59:01,10-03-2024 23:32:08,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1423
10-02-2024 07:47:48,10-04-2024 04:55:12,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1658
10-02-2024 16:09:19,10-04-2024 02:46:22,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1147
10-03-2024 00:08:39,10-04-2024 13:27:41,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1722
10-04-2024 08:27:28,10-04-2024 14:32:10,Rtb,Rotterdam Blaak,51.920582,4.486082,Gvc,The Hague Centraal,52.084167,4.324722,1912
10-02-2024 17:22:17,10-02-2024 22:39:37,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1219
10-02-2024 15:19:59,10-03-2024 12:14:40,GV,The Hague Hollands Spoor,52.070833,4.322222,Gvc,The Hague Centraal,52.084167,4.324722,1825
10-04-2024 17:10:48,10-04-2024 18:04:28,Uto,Utrecht Overvecht,52.113333,5.111111,Rtb,Rotterdam Blaak,51.920582,4.486082,1790
10-01-2024 01:07:40,10-03-2024 06:13:53,Asd,Amsterdam Centraal,52.379189,4.899431,GV,The Hague Hollands Spoor,52.070833,4.322222,1717
10-04-2024 03:33:22,10-04-2024 10:27:33,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1415
10-01-2024 09:49:54,10-03-2024 00:58:47,Asdz,Amsterdam Zuid,52.338602,4.871978,Ams,Amsterdam Amstel,52.346587,4.918684,1115
10-04-2024 02:08:39,10-04-2024 12:56:51,Gvc,The Hague Centraal,52.084167,4.324722,Ah,Arnhem Centraal,51.985,5.898611,1272
10-03-2024 02:30:20,10-03-2024 22:15:59,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1891
10-03-2024 12:21:30,10-04-2024 03:09:04,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1168
