"startStationID","startStationName","startstationlatitude","startstationlongitude","endstationid","endstationname","endstationlatitude","endstationlongitude","bikeid"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1176"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1648"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1489"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1271"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1859"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1904"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1380"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1534"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1408"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1024"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1025"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1385"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1608"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1030"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1001"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1351"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1337"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1083"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1971"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtd","Rotterdam Centraal","51.9225","4.467167","1831"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1636"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1950"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1772"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1780"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1284"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1351"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1405"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1463"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1829"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1578"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1957"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1732"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1240"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1249"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1086"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1354"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1269"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1949"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1056"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1351"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1538"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1474"
"Rtb","Rotterdam Blaak","51.920582","4.486082","GV","The Hague Hollands Spoor","52.070833","4.322222","1230"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1908"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1192"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1075"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1420"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtb","Rotterdam Blaak","51.920582","4.486082","1694"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1710"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1643"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1739"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1954"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1635"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1414"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1141"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1802"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1771"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1934"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1650"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1135"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1123"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1110"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1502"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1688"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1518"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1514"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1602"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1248"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1744"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1103"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1292"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1120"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1812"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1662"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1849"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1092"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1076"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1321"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1523"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1543"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1769"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1335"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1935"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1561"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1253"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1605"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1939"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1109"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1863"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1224"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1609"
"Nm","Nijmegen Station","51.841111","5.854167","Gvc","The Hague Centraal","52.084167","4.324722","1930"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1419"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1027"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1753"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1067"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1534"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1917"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1800"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1927"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1531"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1742"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1980"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1637"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ams","Amsterdam Amstel","52.346587","4.918684","1828"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1880"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1733"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1445"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1019"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1706"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1925"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1124"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1885"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1038"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1343"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1566"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1668"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1499"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1244"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1823"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1219"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1422"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1802"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1384"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1095"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1717"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1628"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1357"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1479"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1596"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1984"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1294"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1289"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1935"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1877"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ams","Amsterdam Amstel","52.346587","4.918684","1842"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1239"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1629"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1648"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1327"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ut","Utrecht Centraal","52.089444","5.110278","1828"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1978"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1506"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1402"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1043"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1022"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1703"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1901"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1808"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1942"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1481"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1708"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1574"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1830"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1966"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtb","Rotterdam Blaak","51.920582","4.486082","1887"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1955"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1312"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1695"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1704"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1165"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1708"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1129"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1117"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1846"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1202"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1539"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1734"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1243"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1275"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1315"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1555"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1596"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1743"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1918"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1760"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1737"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1738"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1547"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1650"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1821"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1769"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1366"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1528"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1130"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1174"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1461"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1529"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1445"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1000"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1987"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1543"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1177"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1002"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1212"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1456"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1390"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1359"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1540"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1025"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1482"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1680"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1969"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1303"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1320"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1279"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1117"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1697"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1883"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1773"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1268"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1339"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1319"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1009"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1159"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1128"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1073"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1280"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1392"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1652"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1747"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1275"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1267"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1973"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1979"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1569"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1476"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1441"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1048"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1136"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1933"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1404"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1815"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1815"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1135"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1288"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1541"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1834"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1634"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1082"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1408"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1530"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1871"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1075"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1130"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1082"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1447"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1869"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1441"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1568"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1402"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1843"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1456"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1160"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ams","Amsterdam Amstel","52.346587","4.918684","1651"
